,Query,Answer,Label
34,.Чему ж это?,"Кажется, нашли. Смотри и ты.",0
35,"Что ж теперь? кажется ли тебе, что в отношении к справедливым и несправедливым людям и поступкам,народ согласен и в целом своем составе, и друг с другом?","Да как же не несправедлив! ведь ему нисколько не принадлежит нынешняя его власть; потому что он родился от женщины, бывшей рабою Алкета, брата Пердиккина, и, по всей справедливости, находился в числе Алкетовых рабов. Если бы он захотел поступить справедливо, то рабствовал бы Алкету и, по крайней мере, по твоему образу мыслей, был бы счастлив; а теперь, совершив величайшие несправедливости, стал удивительно как несчастен. Во-первых, пригласив к себе  этого самого господина и дядю, — как бы желал сдать ему власть, которую отнял у него Пердикка, Архелай угостил его, напоил вместе с сыном Александром, двоюродным своим братом и ровесником и, положив их на телегу, ночью вывез из дворца, потом удавил и скрыл обоих. Совершив такое преступление, он сам не заметил, что сделался человеком несчастнейшим, и не раскаялся, но немного спустя, подобным образом поступил  и с родным своим братом, сыном Пердикки, почти семилетним мальчиком, которому власть принадлежала по всей справедливости. Он не захотел, как следовало, вверить и сдать ему эту власть, и быть счастливым, но задушил его и бросил в колодезь, а матери Клеопатре сказал, что сын её гнался за гусем, да упал туда и умер. За то-то, видно, что им наделано в Македонии столько величайших несправедливостей, он теперь не самый счастливый, а самый несчастный человек из всех Македонян; так что иные Афиняне, начиная с тебя, может быть, скорее согласились бы сделаться  каким-нибудь другим Македонянином, чем Архелаем.",0
36,"Так вероятно ли, что ты знаешь справедливое и несправедливое, когда касательно его находишься в таком заблуждении, и когда, как видно, ты ни у кого не учился этому, и сам не открыл?","Нет, я соглашаюсь, — чтобы разговор твой привести к концу и угодить Горгиасу.",0
37,"Что говоришь, судя по моим словам.","Когда слушаю, как излагаешь это ты, — нравится: твое изложение представляется удивительно основательным и должно быть принято.",0
38,"Ну так скажи мне одним словом: если предлагается вопрос и ответ, то кто говорит, — вопрошающий, или отвечающий?",Что̀ так? К чему это сказал ты?,0
39,"Что ж? кто из нас сказал, что было сказано?",И весьма удовлетворительный; хотя ты как будто подкрался со своим ответом.,0
40,"Стало быть, над нами, Алкивиад, сбылась  Еврипидова поговорка. Ты, видно, слышал это от себя, а не от меня; не я говорил, а ты: меня же напрасно обвиняешь. Впрочем, и хорошо сказано: ведь у тебя в уме, добряк, в самом деле отчаянное предприятие, — учить тому, чего не знаешь и чему не думал учиться.","Как так, Сократ? Первые два вида вознаграждения я знаю, но ты и наказание отнес к своего рода вознаграждению: этого я уже не понимаю.",0
41,"Что ж? если вовсе иное дело — справедливость, и  иное — польза, то опять не приписываешь ли ты себе знания, что̀ полезно людям, и почему?","Знаю. Мы находим, что нас обманывают,  притесняют, или лишают чего-нибудь.",0
42,"Что ты это делаешь? Если слова твои несправедливы, и несправедливость их можно доказать тем же способом, как доказаны прежние; то надобно, думаешь, слышать что-нибудь новое, какие-нибудь иные причины, как будто высшие походят уже на изношенное рубище, которого надевать ты более не хочешь, пока не принесуттебе доказательств чистых, без пятен. Но, оставляя в покое предостерегательную твою оговорку, я всё-таки спросил бы тебя, где учился ты узнавать полезное, и кто твой учитель; я соединил бы все прежние вопросы в один: и ты, очевидно, пришел бы к тому же, ты не был бы в состоянии доказать ни того, что сам открыл полезное, ни того, что научился узнавать его. Но как это тебе уже приелось и ты не с удовольствием принял бы ту же самую речь; то я, пожалуй, оставлю вопрос: знаешь ты, или не знаешь, что полезно Афинянам? Скажи только, сделай милость, справедливое и полезное — точно  ли одно и то же, или не одно. Если угодно, спрашивай меня, как я спрашивал тебя; а не то, раскрой дело сам по себе.","Ты говоришь о пище и питье, о врачах и пустяках; а я — не о том.",0
43,Только отвечай на вопросы.,"С этим нельзя не согласиться, Сократ, сколько бы кто ни защищал противное.",0
44,"Отвечай же; а если не дослушаешь самого себя, что справедливое — полезно, другому-то не поверишь.",Ни к чему конечно.,0
45,"А что прекрасно опять, то всегда ли добро? или иногда добро, иногда нет?","Что же тут? разве нельзя мне говорить, сколько хочу?",0
46,Следовательно помогать друзьям есть дело прекрасное и злое не по одной и той же причине?,Едва ли не то же. Но как именно скажем мы?,0
47,Но как ты думаешь о мужестве? За какую цену согласился бы ты лишиться его?,"Почему же не исследовать, Сократ, если в самом деле представляется, что это так или иначе нужно? Ведь вы — ты и Феодор — не худо сейчас говорили о досуге, что в занятии этого рода ничто не стесняет вас.",0
48,Следовательно трусость кажется тебе крайним злом.,Справедливо; как же иначе?,0
49,"Следовательно, сказав, что содействие друзьям на войне есть дело хоть и прекрасное, однакож злое, ты сказал не более того, что оно хоть и добро, однакож зло.","Думаю, имя тиранов; какое же больше?",0
50,"А касательно справедливого, помнишь ли, в чём мы согласились?",Откуда же это разумеется?,0
51,"Так вот, если бы кто стал советовать — Афинянам ли то, или Пепаритянам, с уверенностью, что он знает справедливое и несправедливое, и начал, бы утверждать, что справедливость иногда бывает делом злым; то не посмеялся ли бы ты над ним, когда держишься той мысли, что справедливое и полезное — одно и то же?",Поэтому богам естественно будет уж и не радоваться и не испытывать чувства противного?,0
52,"Но представь, что тебя спрашивают: два у тебя глаза или три, две руки или четыре, и об ином тому подобном? Что будешь ты отвечать? иногда то, иногда другое, или всегда — одно и то же?","Я полагал бы, что нужно исследовать..",0
53,"Но что? знаешь ли ты, каким образом взойдешь на небо?","Я поставляю в том, к чему душа стремится сама по себе.",0
54,"Бедный Алкивиад! как жалко твое состояние! Я не решился бы и назвать его, но так как мы — одни, скажу. Ведь ты находишься в самом постыдном невежестве, мой добрый друг: в этом обличает тебя и твоя речь, и ты сам. Потому-то, стало быть, не выучившись, и скачешь к делам общественным. Впрочем, ты не один страдаешь такою болезнию; между людьми, несущими гражданские обязанности, есть много подобных тебе: исключить должно разве некоторых и, может быть, твоего опекуна Перикла.","Явно, что укажем на отображения в воде и в зеркалах, также на живописные, оттиснутые, и на другие, какие еще бывают этого рода образы.",0
55,"Что ж? можешь ли сказать, что Перикл кого-нибудь,  начиная со своих сыновей, сделал мудрецом?","Это-то, Сократ, странно и сказать.",0
56,"А твоего брата, Клиниаса?","Зачем тут время? Различия, думаю, много. Ведь удовольствие, как говорят, всего лживее; а в удовольствиях любовных, которые кажутся притом величайшими, признается простительным пред богами даже клятвопреступление; так что удовольствия, будто дети, не имеют  нисколько ума. Напротив, ум — или то же, что истина, или всего подобнее ей, — самое истинное.",0
57,"Ну, пусть уж Клиниас — человек бешеный, а сыновья Перикла были глупы: тебя-то по какой причине оставляет он в таком состоянии?",Это в высшей степени верно.,0
58,"Но укажи мне хоть на раба, хоть на свободного —Афинянина или иностранца, который имел бы причину сказать, что, обращаясь с Периклом, он стал мудрее: вот как я, например, укажу тебе на Пифодора Исолохова и Каллиаса Каллиадова, из которых каждый, заплатив Зенону сто мин, сделался и мудрым и знаменитым.","Думаю, что не предпочтет. Ну а если и богатства остальных государств сосредоточатся в одном из них, смотри, не будет ли это опасно для государства, не имеющего богатства?",0
59,"Пусть так. Что же думаешь ты о себе? Хочешь ли остаться в теперешнем состоянии, или приложить несколько старания?","Видимо, что не могут, Сократ. И особенно теперь-то стало совершенно явно, что чувство отлично от знания.",0
60,Так что же?,"Всего менее, Сократ, клянусь Зевсом.",0
61,"Ах, что ты сказал, почтеннейший! Это вовсе не достойно ни твоего лица, ни других твоих качеств.",Это тоже совершенно необходимо.,0
62,Пусть бы ты предполагал борьбу с домашними.,"О нет, клянусь Зевсом, Сократ.",0
63,"И об этом-то может спрашивать человек, думающий о себе так высоко?","Как ты говоришь это, Сократ?",0
64,"Да представь, что ты управляешь хоть гребным судном, имеющим вступить в сражение: довольно ли для тебя быть в управлении лучше всех корабельных твоих соратников? Или может быть ты признал бы делом более нужным смотреть на истинных своих врагов, чем, как теперь, на сподвижников в бое? Надобно то есть до такой степени превосходить их, чтобы они и не думали  состязаться с тобою, но презираемые, стали бы в твои ряды для одоления общего неприятеля, если уж ты в самом деле намерен совершить подвиг прекрасный, достойный тебя и города.",Почему же не быть какому-нибудь подобному  искусству?,0
65,"Так куда хорошо — любоваться своим превосходством над воинами, а не смотреть на неприятельских полководцев, чтобы, смотря на них и состязаясь с ними, превзойти их!",Большинство-то конечно так думает.,0
66,"Итак, если думаешь быть полководцем своего города; то думая, что тебе надобно бороться с царями лакедемонским и персидским, не правильно ли бы думал ты?","Не знаю, Сократ; потому что не могу понять, одобряешь ли ты то, что̀ говоришь, или только испытываешь меня.",0
67,"Так нет, добряк, ты вменяешь себе в обязанность смотреть на воспитывателя перепелов Мидиаса, и  на других подобных ему, которые принимают участие в делах гражданских, сохраняя на душе, сказали бы женщины, рабские волосы, и по необразованности, не снимают их, но с варварским своим наречием выходят — не скажу управлять городом, а льстить ему. Смотря на этих-то описываемых мною людей, предаешься ты нерадению о самом себе, чтобы, приступая к столь важному подвигу, и не учиться тому, что приобретается учением, и не упражняться в том, что требует упражнения, тогда как следовало бы приготовиться всякого рода приготовлением,  чтобы вступить на поприще гражданской службы.","Теэтет будет терпелив, Сократ; потому что вовсе не упорен. Но говори, ради богов. Неужели опять не так?",0
68,"Во-первых, тогда ли, думаешь, увеличится твоя забота о себе, когда будешь почитать их страшными, или не тогда?",Скорого ты требуешь от меня рассмотрения.,0
69,"А заботясь о себе, чаешь ли получить какой-нибудь вред?","Да недосуг, Сократ. Элея, когда нужно бывает вступать в сношения с которым-нибудь из городов, всегда обращается ко мне первому из граждан и избирает меня посланником — в той мысли, что по таким делам, какие  совершаются между всеми городами, я — самый удовлетворительный судья и вестник. Посему часто ездил я послом и в другие города, да неоднократно, по весьма многим и важнейшим делам, и в Лакедемон. Так вот отчего, как ты спрашиваешь, я не учащаю в эти места.",0
70,"Рассмотрим же сравнительно их и наше происхождение. Хуже ли, думаешь, поколения лакедемонских и персидских царей? Разве мы не знаем, что первые из них суть потомки Иракла, а последние — Ахемена, и что род Иракла и Ахемена возводят к Персею, сыну Зевсову?","Конечно, говорил. Но Сократ в разговорах всегда производит замешательство, Евдик, и как будто походит на лукавца.",0
71,"Да и мой — от Дедала, благородный Алкивиад, а Дедалов — от Ифеста, сына Зевсова. Однакож их-то роды, начинаясь ими, восходят до самого Зевса линиею царей, из которых одни всегда управляли Аргосом и Лакедемоном, другие — Персиею, а нередко, как и теперь, Азиею: напротив мы и сами-то люди частные, и отцы  наши. Если бы ты счел нужным указать Артаксерксу, сыну Ксеркса, на своих предков и на Саламин, отечество Эврисака, либо на Эгину, родину Эака жившего еще прежде; то какой, думаешь, поднялся бы смех! Между тем смотри: мы малы нетолько по отношению к важности рода тех мужей, но и по отношению к их воспитанию. Разве не знаешь, сколь важным преимуществом пользуются лакедемонские цари? Их жены, по закону, охраняются эфорами, чтобы царь не был зачат как-нибудь  тайно — от другого, кроме ираклидов. А в Персии он так высок, что никто и не подозревает, будто царственное дитя может родиться от другого рода, кроме царского. Поэтому жена персидского царя охраняется одним страхом. Когда же рождается старший сын, наследник власти, — сперва тут же празднуют все в пределах его царства; потом этот день и в последующие времена, в память царского рождения, становится днем жертвоприношений и празднования для всей Азии: напротив, когда рождаемся мы, Алкивиад, тогда, по комической пословице, и  соседи что-то не очень чуют. После того дитя воспитывается не какою-нибудь ничтожною женщиною-кормилицею, а евнухами, знатнейшими особами, окружающими царя. На них возлагается как всякое попечение о новорожденном, так в особенности заботливость о его красоте, чтобы то есть они развивали и выправляли его члены. Такое занятие доставляет им высокие почести. Достигнув семилетнего  возраста, дети знакомятся с лошадьми, ходят к учителям в верховой езде и начинают охотиться за зверями. А когда минет дитяти четырнадцать лет, — берут его к себе так называемые царские пестуны. Они избираются из Персов и составляют отличнейшую четверицу своего времени: это — самый мудрый, самый справедливый, самый рассудительный исамый мужественный. Самый мудрый учит его магии, начертанной Зороастром Оромазовым: это наука о богопочитании, рассуждающая и о делах царских. Самый справедливый располагает его следовать во всю жизнь истине. Самый рассудительный наставляет его не подчиняться ни одной страсти, чтобы получить навык быть человеком свободным — действительно царем, не рабствуя, но прежде всего господствуя над собою. Самый мужественный развивает в нём чувство безбоязненности и неустрашимости, и доказывает, что, предаваясь трусости, он уже — раб. Напротив  тебе, Алкивиад, Перикл дал в пестуны одного из домашних слуг, Зопира Фракиянина, по причине старости, человека самого бесполезного. Я раскрыл бы пред тобою и другие черты воспитания и образования твоих противников, если бы это дело могло быть непродолжительно, и если бы из сказанного доселе не вытекало всё, что за этим следует. Что же касается до рождения, воспитания и образования тебя, Алкивиад, или всякого другого Афинянина; то это, смею сказать, ни для кого незанимательно, исключая тех людей, которые тебя любят. Взглянешь ли опять на богатство, на пышность, на одежды,  на шлейфы плащей, на разлияние благовоний, на многочисленные свиты прислужников, и на другое довольство Персов, — тебе будет стыдно за самого себя, ты увидишь, как далеко отстал от них. Потом, если захочешь обратить внимание на рассудительность, благонравие, ловкость, ласковость, великодушие, добропорядочность, мужество, терпеливость, трудолюбие, стремление к добродетели и честолюбие Лакедемонян; то во всём этом признаешь себя дитятею. А когда еще остановишься на богатстве, и по богатству будешь придавать себе некоторое  значение; то и тут мы можем сказать, в каком ты найдешь себя состоянии. Пожелай только обозреть лакедемонские богатства, и узнаешь, что здешнее далеко отстало от тамошнего. Никто не будет сомневаться как в обширности, так и в доброте земли, которою они владеют и у себя, и в Мессине; всем известно, какое множество у них рабов, особенно илотов, также лошадей и другого скота на пастбищах мессинских. Но я оставляю всё это, говорю только, что золота и серебра нет столько в целой Элладе, сколько находится его в одном Лакедемоне. В продолжение многих поколений оно стекается туда от всех Эллинов, а нередко и от варваров, выхода же ему никуда не т. Это точно как в Эзоповой басне лисица говорит льву: следы денег, втекающих вЛакедемон, видны, а вытекающих из него никто и нигде не видит. Отсюда легко понять, что тамошние жители золотом и серебром богаче всех Эллинов, особенно же царь их; потому что важнейшие и бо̀льшие из таких доходов назначены царям. Сверх того, не мала и подать, которую Лакедемоняне платят своим государям. Впрочем,  как ни велики богатства Лакедемонян, в сравнении с эллинскими, но в отношении к богатству Персов и их царя, они ничего не значат. Когда-то я слышал от человека достоверного, — от одного из тех, которые сами ездили к царю: он рассказывал, что проезжал чрез обширную и прекрасную область, простирающуюся почти на целый день пути, и что эту область туземцы называют поясом царицы. Есть будто бы и другая, называемая  опять головным покрывалом. Есть и несколько столь же обширных и прекрасных мест, назначенных для украшения царской жены, и каждое из них носит название особого её наряда. Итак я думаю, если бы кто матери царя и жене Ксеркса, Аместрисе, сказал, что с её сыном затевает состязаться сын Димонахи, которой наряд стоит, может быть, много как мин пятьдесят, а у самого сына земли в Эрхии не будет и трех-сот плетров: то она удивилась бы, на какие же средства полагается этот Алкивиад,  затевая вступить в борьбу с Артаксерксом, и кажется, заметила бы что у него быть не может никаких других способов, кроме старания и мудрости; потому что у Греков только это имеет цену. А когда донесли бы ей, что тот же самый Алкивиад решается на такое предприятие, во-первых, не имея от роду и полных двадцати лет, во-вторых нисколько не приготовившись к тому учением, да сверх того, если любящий его человек советует ему наперед учиться, упражняться, трудиться и потом-то уже состязаться с царем, — он не хочет и  утверждает, будто довольно ему быть и таким, каков есть; тогда она, думаю, изумилась бы и спросила: что же бы такое могло быть, на что этот мальчик надеется? и как скоро мы сказали бы ей, что на красоту, знаменитость, происхождение, богатство и способности души; то, видя у своих всё такое, она почла бы нас, Алкивиад, сумасшедшими. Да хоть взять Лампиду, дочь Леонтихида,жену Архидама и мать Агиса (все эти мужи, известно, были царями): ведь и она, видя, как велики способы её родных, удивилась бы, кажется, если бы узнала, что ты, столь худо приготовленный, намереваешься состязаться с её сыном. А не стыдно ли, думаешь, что неприятельские женщины лучше судят о нас, какими нам должно быть, восставая против их граждан, нежели мы — о самих себе? Так поверь, почтеннейший, и мне и дельфийской надписи: «познай самого себя» — что это-то наши противники, а  не те, которых ты представляешь, и что из них ни одного не пересилим мы иначе, как старанием и искусством. Если в этом будет у тебя недостаток, то не сделаться тебе славным между Эллинами и варварами, к чему ты, кажется, стремишься, как никто ни к чему не стремился.",Ни в коем случае.,0
72,"Того, что мой опекун лучше и мудрее твоего — Перикла.","Но ведь и ты, Сократ.",0
73,"Может быть; однакож то справедливо, что нам нужно старание. Нужно оно, лучше сказать, и всем людям, но нам-то особенно.","Да, так было признано.",0
74,"Да неложно, что и мне.",На основании прежних положений необходимо допустить и это.,0
75,"Не терять духа и не ослабевать, друг мой.","Как ты настойчив, Сократ! Но если угодно меня послушаться, то оставь этот разговор, или по крайней мере разговаривай с кем-нибудь другим.",0
76,В какой добродетели?,Что ж? поэтому Перикл был нехорош?,0
77,В чём же они бывают добрыми?,"Последнее мне больше кажется, чем первое.",0
78,Каких же дел? какие дела совершают они?, А почему сам ты не объявишь ему?,0
79,Кого же ты назовешь добрыми?,Но нас это-то никак не удержит.,0
80,Что же такое? потрудись открыть мне.,".О каком творении говоришь ты? Ведь уж, конечно, не о земледельце же толкуешь каком-нибудь, когда называешь его творцом животных?",0
81,"В чём же бы, по-твоему, люди пользуются людьми, когда можно бывает начальствовать над ними?","По крайней мере, как видно, для меня.",0
82,"Потом, над людьми, участвующими в пении,  как сейчас говорили, какое знание делает начальником?","Она, кажется мне, и в самом деле об этом расспрашивает.",0
83,"Напротив, благосоветливостию?","Да, мне кажется, Сократ.",0
84,"Ты хорошо говоришь. Что ж? а эта твоя благосоветливость, в каком отношении — благосоветливость?","Я смотрю и вижу, что ты прав.",0
85,"Ну, а город? что в нём есть и чего нет, когда он бывает лучше и вернее подчиняется управлению и распоряжениям?","Да, мы говорили так.",0
86,"Так что же оно? Не поленись отвечать, скажи скорее.","В третий раз: — это сказал ты, Сократ, видно, с намерением обозреть бывшее рассуждение.",0
87,"Что ты говоришь? без любви, с которою города, утверждали мы, живут хорошо, а не иначе?","Я и сам то же сказал бы. Ведь и действительно, человеческий род, в сравнении с богами-то, не прекрасен; он правду говорит.",0
88,"А справедливо или несправедливо делают, когда все делают свое?","Я так и сделаю, а ты веди меня.",0
89,"Но если граждане в городе делают справедливо, то любви между ними не бывает?","Мне по крайней мере кажется, Сократ, что теперь сказанное сказано хорошо.",0
90,"Так что же избираешь ты — любовь, или единомыслие? в первой, или в последнем должны мы быть мудры  и благосоветливы, чтобы сделаться людьми добрыми? Я никак не могу понять, что̀ и в ком надобно предполагать. По твоим словам, это находится то в одних и тех же, то не в одних и тех же.","Действительно, я имею это достоинство, Сократ; ибо с того времени, как начал подвизаться на олимпийских играх, никогда и никого не встречал лучше себя.",0
91,"Однакож не унывай. Ведь если бы ты начал замечать за собою, имея от роду лет пятьдесят, то  с трудом мог бы заботиться о себе; а теперь у тебя тот самый возраст, в котором надобно замечать за собою.","Нет, именно на это.",0
92,"Отвечать на вопросы, Алкивиад. И если сколько-нибудь надобно верить даже моему предсказанию, то, исполняя это, мы оба — ты и я, волею Божиею, сделаемся лучшими.",Что же это такое?,0
93,"Но ты называешь что-нибудь относящимся к руке? Например, перстень к чему бы более мог относиться в человеке, как не к пальцу?",Так тебе-то что же досадовать?,0
94,"Так не заботимся ли мы о ногах, когда заботимся об обуви?","Следуя прежнему, я, чтобы высказать мое мнение, положил бы то и другое из них как два.",0
95,"Итак, заботясь о своем, ты заботишься не о себе.","Скажу тебе. Ты, кажется, ищешь для своего ответа  чего-то такого прекрасного, что никогда, нигде и никому не представлялось бы дурным.",0
96,"А легкое ли дело — узнать себя, и глуп ли был тот, кто надписал это на пифийском храме? или оно трудно и не всякому по силам?","А если мочь-то для добра, Сократ? — это будет полезно.",0
97,"Так нужно ли еще яснее доказывать тебе, что человек есть душа?","То, что речами можно убеждать и судей в судебном месте, и советников в совете, и членов в заседании, и всех во всяком собрании, какое бы то ни было гражданское собрание. Владея такою силою, ты будешь иметь раба и во враче, раба и в гимнастике; а тот ростовщик будет приносить доходы не себе, а другому — именно тебе, могущему говорить и убеждать народ.",0
98,"Да пусть доказательство и не точно, а только посредственно, всё-таки мы можем быть довольны; потому что рассматриваемый предмет с точностью узнаем не прежде, как открыв то, что теперь, для избежания долговременного исследования, пропустили.",Как же не разуметь?,0
99,"Напротив, кто любит твою душу, тот — тебя?","Что другое, как не уменье управлять людьми, если только ищешь ты чего-то одного во всём?",0
100,"Вот я не удаляюсь, а остаюсь; между тем как другие, видя, что твое тело отцвело, удалились.","К чему ж это такой вопрос, Сократ?",0
101,"Сначала займись, мой друг, и узнай всё, что  нужно знать для вступления на поприще гражданских дел; а прежде того — никак, чтобы тебе вступить с запасом противоядия и не подвергнуться беде.","авершено обсуждение той части мусического искусства, которая касается сочинительства и сказаний:",0
102,"Как же бы нам уразуметь это со всею ясностью? Ведь узнав это, мы, как видно, узнаем и самих себя. Скажи, ради богов, не понятно ли для нас, сколь хорошо говорит дельфийская надпись, о которой мы только что упоминали?",Как же назовем мы ту и другую из них?,0
103,"Я скажу тебе, какой смысл и совет угадываю в этой надписи. Подобий тут должно быть немного; сужу  только по зрению.","Понимаю, Сократ; ты объявляешь, что с тобою всегда — твой гений: вот ему и повод донесть на тебя, как на нововводителя в делах божественных. С этим-то наветом он идет в суд, зная, что толпа охотно принимает  подобные клеветы. Ведь и надо мною смеются, будто над безумцем, когда я в собрании говорю что-нибудь о предметах божественных и предсказываю будущее, — смеются не потому, чтобы мои предсказания были несправедливы, а потому, что завидуют всем таким, как мы. Впрочем ненужно слишком беспокоиться; будем идти дружно.",0
104,"Вникнем же, на что в ряду существ должны мы глядеть, чтобы видеть и это существо, и самих себя?",Почему же не быть этому?,0
105,"Так не зная самих себя и не будучи рассудительны, можем ли мы знать свое — зло и добро?","Как можно! Вместо зрения ты, верно, говоришь о сплошной слепоте.",0
106,"Тебе, конечно, представляется невозможным —  не зная Алкивиада, знать Алкивиадово, то есть, что оно принадлежит Алкивиаду.","Что ты говоришь, Сократ?",0
107,"Да он и не будет знать, что̀ делает.",Я и сам слышал об этом.,0
108,"А что бывает на корабле, когда власть делать, что покажется, вверена тому, в ком нет ни ума, ни добродетели кормчего? Знаешь ли, что̀ случилось бы и с ним и с его спутниками?","Из допущенного видно, Сократ, что я.",0
